Std,Su,Sy,A5,Bhn,E,G,mu,Ro,pH,HV
JIS JIS Grey cast iron Desconhecido,150,150,0.0,0.0,85000,34000,0.25,7160,270.0,190.0
JIS JIS Grey cast iron Desconhecido,200,200,0.0,0.0,85000,34000,0.25,7160,340.0,210.0
JIS JIS Grey cast iron Desconhecido,250,250,0.0,0.0,85000,34000,0.25,7160,400.0,230.0
JIS JIS Grey cast iron Desconhecido,300,300,0.0,0.0,85000,34000,0.25,7160,460.0,250.0
JIS JIS Grey cast iron Desconhecido,350,350,0.0,0.0,85000,34000,0.25,7160,520.0,260.0
JIS JIS Nodular cast iron Desconhecido,500,320,0.0,0.0,169000,70000,0.2,7160,400.0,180.0
JIS JIS Nodular cast iron Desconhecido,600,370,0.0,0.0,169000,70000,0.2,7160,480.0,210.0
JIS JIS Nodular cast iron Desconhecido,700,420,0.0,0.0,169000,70000,0.2,7160,560.0,230.0
JIS JIS Nodular cast iron Desconhecido,800,480,0.0,0.0,169000,70000,0.2,7160,600.0,240.0
JIS JIS Malleable cast iron Desconhecido,400,180,4.0,0.0,160000,64000,0.27,7160,300.0,220.0
JIS JIS Malleable cast iron Desconhecido,500,260,4.0,0.0,160000,64000,0.27,7160,370.0,230.0
